-0.23|-0.21|0.31|0.08|0.08|-0.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.16|-0.18|-0.16|-0.17|-0.18|-0.18|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
-0.31|0.26|-0.39|0.26|0.26|-0.38|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
-0.06|0.38|0.33|0.08|-0.15|0.06|0.37|-0.02|0.40|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
-0.04|0.29|0.33|0.16|0.05|0.25|-0.28|0.26|0.40|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.09|-0.17|0.19|-0.16|0.08|-0.33|-0.22|0.23|0.32|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
-0.15|-0.37|0.42|0.17|0.28|-0.26|-0.41|0.34|0.38|0.18|0.13|0.22|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
-0.34|-0.41|0.22|-0.06|0.09|-0.36|0.01|0.21|-0.34|0.38|-0.19|-0.15|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
-0.31|0.27|-0.15|0.11|0.11|0.16|-0.27|-0.04|-0.40|0.20|0.13|-0.03|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.24|0.12|0.25|0.14|0.08|0.27|0.12|-0.17|-0.37|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|-0.17|0.18|-0.25|-0.03|0.29|-0.35|-0.21|0.16|-0.16|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.14|0.29|0.42|0.21|-0.32|0.33|0.23|0.34|0.19|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.19|0.14|-0.18|0.17|0.08|0.38|-0.42|0.37|0.34|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.41|0.26|-0.23|0.00|0.21|0.38|-0.18|-0.22|-0.08|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.18|0.05|0.21|0.18|0.11|0.22|-0.37|-0.38|-0.26|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.06|-0.14|0.33|0.33|0.02|0.14|0.23|0.22|-0.33|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.10|-0.05|0.26|0.13|0.26|0.33|-0.33|0.04|-0.35|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.02|0.27|-0.14|0.25|0.11|0.27|0.27|-0.14|-0.17|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.27|0.19|0.25|0.09|-0.24|0.31|0.66|-0.22|0.54|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.08|0.38|-0.23|-0.34|0.02|0.25|-0.98|-0.36|0.80|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.19|-0.38|-0.04|-0.05|-0.15|-0.21|0.88|0.18|0.88|0.00|0.00|0.00|0.00|0.00|0.00
0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.02|0.50|0.68|0.72|-0.04|0.24|0.90|-0.24|0.42|0.00|0.00|0.00
